,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Moisés Caicedo,ec ECU,"MF,DF",Chelsea,22,2001,37.2,1,20,3,15,0.54,0.08,0.05,0.33,25.3,0,0,0,0.8,0.8,0.04,0.2,0.2,1967,2194,89.7,33834,8949,893,964,92.6,878,951,92.3,159,208,76.4,2,3,2.8,-1,30,235,34,2,215,114,73,44,54,16,54,86,62.8,32,49,10,39,49,163,60,1
Hamza Choudhury,bd BAN,"MF,DF",Leicester City,26,1997,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,72,84,85.7,991,249,47,50,94,23,29,79.3,2,4,50,0,0.4,0.2,-0.4,2,10,1,1,3,1,1,1,0,0,1,3,33.3,2,4,2,2,5,6,2,0
Lewis Cook,eng ENG,"MF,DF",Bournemouth,27,1997,33.1,1,14,4,28.6,0.42,0.12,0.07,0.25,23.4,1,0,0,0.9,0.9,0.07,0.1,0.1,1224,1585,77.2,21139,7153,542,635,85.4,546,641,85.2,109,240,45.4,3,4.1,3.8,-1.1,48,157,26,11,158,81,42,41,36,4,37,67,55.2,30,30,11,19,41,122,70,0
Wataru Endo,jp JPN,"MF,DF",Liverpool,31,1993,3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,182,194,93.8,2833,700,91,97,93.8,77,80,96.3,8,8,100,0,0.1,0.1,-0.1,2,16,1,0,19,12,8,7,5,0,6,10,60,4,8,1,7,6,18,9,0
James Garner,eng ENG,"MF,DF",Everton,23,2001,17.7,0,12,4,33.3,0.68,0.23,0,0,20.4,1,0,0,0.7,0.7,0.06,-0.7,-0.7,611,803,76.1,10658,3158,268,309,86.7,270,326,82.8,59,120,49.2,1,1.4,1.4,-0.4,13,60,7,4,50,47,31,25,20,2,24,41,58.5,17,20,4,16,23,70,37,0
Jack Hinshelwood,eng ENG,"MF,DF",Brighton,19,2005,20.5,5,18,10,55.6,0.88,0.49,0.28,0.5,12.2,0,0,0,2.7,2.7,0.15,2.3,2.3,870,1046,83.2,13114,3047,510,562,90.7,280,333,84.1,56,107,52.3,2,1.5,1.5,0.5,17,36,9,2,68,27,19,8,10,9,11,27,40.7,16,10,3,7,16,43,37,1
Curtis Jones,eng ENG,"MF,DF",Liverpool,23,2001,19,3,34,13,38.2,1.79,0.68,0.09,0.23,17.1,0,0,0,4.3,4.3,0.13,-1.3,-1.3,1021,1097,93.1,15072,3158,584,605,96.5,373,404,92.3,40,53,75.5,3,1.1,1.6,1.9,22,84,19,1,117,39,22,6,23,10,17,27,63,10,22,9,13,7,46,10,3
Mario Lemina,ga GAB,"MF,DF",Wolves,30,1993,15.2,1,18,5,27.8,1.19,0.33,0.06,0.2,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,493,613,80.4,9479,2966,176,207,85,249,284,87.7,58,95,61.1,3,1.1,1.2,1.9,10,43,13,4,48,51,31,27,19,5,20,29,69,9,12,7,5,27,78,50,3
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,29,1994,25.3,0,26,8,30.8,1.03,0.32,0,0,19.8,0,0,0,1.1,1.1,0.04,-1.1,-1.1,844,1121,75.3,14709,5135,395,457,86.4,349,426,81.9,79,178,44.4,1,1.6,1.7,-0.6,10,87,18,2,97,35,17,15,16,4,19,36,52.8,17,38,18,20,42,77,80,1
Thomas Partey,gh GHA,"MF,DF",Arsenal,31,1993,31.1,4,26,9,34.6,0.84,0.29,0.15,0.44,19.2,0,0,0,2.3,2.3,0.09,1.7,1.7,1678,1920,87.4,26697,7155,874,942,92.8,682,767,88.9,91,143,63.6,2,2.1,2.6,-0.1,20,168,33,2,185,89,53,26,39,24,46,76,60.5,30,29,9,20,35,124,49,4
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,31,1992,1.1,0,4,2,50,3.5,1.75,0,0,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,39,50,78,591,144,16,19,84.2,18,23,78.3,2,4,50,0,0.2,0.1,-0.2,3,4,2,0,5,2,0,1,0,1,0,3,0,3,6,0,6,0,2,2,0
Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18,2006,0.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,7,8,87.5,86,7,6,7,85.7,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,6,33.3,4,0,0,0,1,3,0,0
Antony,br BRA,"DF,MF",Manchester Utd,24,2000,1.6,0,6,3,50,3.83,1.91,0,0,15.8,0,0,0,1,1,0.17,-1,-1,56,69,81.2,688,111,45,51,88.2,9,14,64.3,1,1,100,0,0.1,0.2,-0.1,3,1,5,2,6,6,3,4,2,0,2,5,40,3,2,0,2,2,8,0,0
Lamare Bogarde,nl NED,"DF,MF",Aston Villa,20,2004,5.3,0,1,1,100,0.19,0.19,0,0,20.2,0,0,0,0,0,0.04,0,0,240,272,88.2,3682,1154,129,139,92.8,107,116,92.2,3,9,33.3,0,0.1,0.1,-0.1,2,24,1,0,14,14,6,6,6,2,10,16,62.5,6,5,3,2,1,15,13,0
Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,33,1991,5.4,0,2,0,0,0.37,0,0,,31.4,0,0,0,0,0,0.01,0,0,171,225,76,3113,1102,72,89,80.9,84,95,88.4,14,30,46.7,0,0.3,0.2,-0.3,3,16,2,1,7,12,8,8,3,1,6,11,54.5,5,4,2,2,3,15,14,1
Andrés García,es ESP,"DF,MF",Aston Villa,21,2003,3.5,0,2,0,0,0.57,0,0,,26.6,0,0,0,0,0,0.02,0,0,174,201,86.6,2725,577,89,96,92.7,74,82,90.2,7,13,53.8,0,0.2,0.4,-0.2,3,9,8,5,15,9,5,5,3,1,4,8,50,4,2,0,2,2,11,10,2
Archie Gray,eng ENG,"DF,MF",Tottenham,18,2006,19.5,0,1,1,100,0.05,0.05,0,0,24.6,0,0,0,0,0,0.02,0,0,1001,1145,87.4,17440,5370,389,423,92,537,584,92,59,103,57.3,0,0.1,0.2,-0.1,3,43,0,0,40,16,8,4,8,4,7,17,41.2,10,22,11,11,19,35,50,2
Reece James,eng ENG,"DF,MF",Chelsea,24,1999,11.8,1,11,3,27.3,0.93,0.25,0.09,0.33,23.2,3,0,0,0.4,0.4,0.04,0.6,0.6,717,854,84,12618,4375,333,357,93.3,317,355,89.3,57,116,49.1,1,0.7,1.2,0.3,11,80,5,1,64,10,9,6,3,1,3,9,33.3,6,14,6,8,13,23,23,4
Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,24,1999,4.3,1,4,1,25,0.94,0.23,0.25,1,15.1,0,0,0,0.4,0.4,0.11,0.6,0.6,144,175,82.3,2372,698,73,82,89,61,74,82.4,9,14,64.3,0,0.2,0.3,-0.2,5,10,9,4,15,10,6,4,5,1,6,15,40,9,2,2,0,8,18,17,0
Rico Lewis,eng ENG,"DF,MF",Manchester City,19,2004,21,1,10,2,20,0.48,0.1,0.1,0.5,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,1201,1312,91.5,17279,3228,721,762,94.6,438,466,94,28,44,63.6,2,0.3,1,1.7,7,92,14,0,107,30,19,13,12,5,13,21,61.9,8,28,7,21,13,43,45,1
Ryan Manning,ie IRL,"DF,MF",Southampton,28,1996,16.2,0,8,1,12.5,0.49,0.06,0,0,22,1,0,0,0.3,0.3,0.04,-0.3,-0.3,619,803,77.1,10360,3336,317,344,92.2,233,288,80.9,55,125,44,1,3.2,2.8,-2.2,34,33,12,8,35,28,17,16,10,2,14,26,53.8,12,20,11,9,17,45,47,0
Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,31,1993,10.6,0,6,0,0,0.57,0,0,,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,308,428,72,4574,1911,184,210,87.6,95,148,64.2,14,40,35,1,1.3,1.1,-0.3,8,25,9,2,34,25,18,20,5,0,15,39,38.5,24,11,5,6,15,40,43,0
Matheus Nunes,pt POR,"DF,MF",Manchester City,25,1998,18.6,1,9,4,44.4,0.48,0.22,0.11,0.25,19,0,0,0,1.2,1.2,0.14,-0.2,-0.2,1065,1234,86.3,16409,2994,598,651,91.9,398,458,86.9,53,81,65.4,6,4.4,3.3,1.6,23,53,26,7,79,35,22,15,14,6,16,38,42.1,22,17,4,13,15,50,38,2
John Stones,eng ENG,"DF,MF",Manchester City,30,1994,6.1,2,2,2,100,0.33,0.33,1,1,5.1,0,0,0,0.4,0.4,0.22,1.6,1.6,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21,6,2,3,2,1,5,5,100,0,5,3,2,4,10,19,1
Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24,2000,17.3,1,14,5,35.7,0.81,0.29,0.07,0.2,20.2,1,0,0,0.5,0.5,0.03,0.5,0.5,713,891,80,11241,3454,377,427,88.3,282,339,83.2,37,76,48.7,1,2.2,2.5,-1.2,17,47,21,9,72,31,18,16,14,1,19,31,61.3,12,21,10,11,11,42,53,3
Renato Veiga,pt POR,"DF,MF",Chelsea,21,2003,2,0,3,1,33.3,1.49,0.5,0,0,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,118,139,84.9,2171,435,45,51,88.2,55,61,90.2,13,21,61.9,0,0,0.2,0,0,6,1,0,7,9,6,6,3,0,4,12,33.3,8,3,1,2,1,10,2,0
Mats Wieffer,nl NED,"DF,MF",Brighton,24,1999,11.3,1,9,4,44.4,0.8,0.35,0.11,0.25,13.2,0,0,0,0.8,0.8,0.08,0.2,0.2,594,698,85.1,9762,2650,286,317,90.2,258,298,86.6,38,50,76,3,1.6,1,1.4,16,53,9,2,62,58,34,27,27,4,32,47,68.1,15,18,2,16,17,75,28,3
Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,27,1996,5.9,0,10,0,0,1.71,0,0,,19.6,1,0,0,0.6,0.6,0.07,-0.6,-0.6,382,451,84.7,6080,1345,204,220,92.7,154,175,88,17,37,45.9,1,0.2,0.5,0.8,3,30,11,3,48,6,1,1,3,2,3,8,37.5,5,8,1,7,5,11,10,0
