,,,,,,,Standart,,,,,,,,,,,,Expected,,,,,Total,,,,,Short,,,Medium,,,Long,,,Expected,,,,,,,,,Tackles,,,,,Challanges,,,,Blocks,,,,,,
Tariq Lamptey,gh GHA,"DF,FW",Brighton,22,2000,10.2,0,6,0,0,0.59,0,0,,18.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,379,454,83.5,5485,916,217,242,89.7,135,163,82.8,13,22,59.1,3,1.2,0.8,1.8,10,6,12,6,17,21,14,14,5,2,13,22,59.1,9,7,3,4,6,27,6,0
Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,19,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,17,17,100,275,81,10,10,100,5,5,100,2,2,100,0,0,0,0,0,2,0,0,1,1,1,0,1,0,1,2,50,1,1,0,1,1,2,0,0
Michael Olakigbe,eng ENG,"DF,FW",Brentford,19,2004,0.7,0,3,0,0,4.58,0,0,,20.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,27,40,67.5,347,74,17,20,85,7,10,70,1,5,20,0,0,0,0,0,2,1,0,4,3,0,2,1,0,2,4,50,2,7,0,7,1,4,0,1
Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,27,1995,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,2,3,66.7,15,0,1,1,100,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Deivid Washington,br BRA,"DF,FW",Chelsea,18,2005,0.1,0,1,0,0,6.92,0,0,,9,0,0,0,0.5,0.5,0.47,-0.5,-0.5,1,1,100,25,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,26,1996,10.4,0,3,0,0,0.29,0,0,,26.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,578,664,87,10308,2747,244,274,89.1,264,296,89.2,56,67,83.6,0,0.3,0.4,-0.3,6,62,6,1,66,27,16,17,8,2,17,31,54.8,14,20,7,13,8,35,19,2
Luke Berry,eng ENG,"MF,DF",Luton Town,31,1992,3.6,2,8,4,50,2.23,1.11,0.25,0.5,10.9,0,0,0,1,1,0.13,1,1,64,99,64.6,984,310,38,45,84.4,18,32,56.3,6,15,40,1,0.3,0.1,0.7,2,5,0,0,8,7,2,2,4,1,2,3,66.7,1,6,1,5,0,7,3,0
Andre Brooks,eng ENG,"MF,DF",Sheffield Utd,19,2003,10.4,0,9,2,22.2,0.86,0.19,0,0,19.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,196,260,75.4,2943,511,109,131,83.2,80,97,82.5,6,19,31.6,0,0.1,0.3,-0.1,3,11,5,0,18,22,13,7,11,4,9,21,42.9,12,13,1,12,14,36,20,0
Casemiro,br BRA,"MF,DF",Manchester Utd,31,1992,22,1,39,9,23.1,1.77,0.41,0.03,0.11,17.1,1,0,0,3.5,3.5,0.09,-2.5,-2.5,1165,1425,81.8,20136,7677,536,596,89.9,489,568,86.1,105,187,56.1,2,1,1.2,1,16,124,18,3,112,83,56,43,32,8,51,106,48.1,55,74,33,41,18,101,71,1
Calum Chambers,eng ENG,"MF,DF",Aston Villa,28,1995,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,100,113,88.5,1705,512,47,50,94,45,47,95.7,6,10,60,1,0.1,0,0.9,1,2,0,0,5,3,0,3,0,0,0,1,0,1,2,1,1,2,5,4,0
John Fleck,sct SCO,"MF,DF",Sheffield Utd,31,1991,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,29,40,72.5,408,88,21,27,77.8,7,9,77.8,1,2,50,0,0.4,0.3,-0.4,2,1,1,0,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
Enso Gonzalez,py PAR,"MF,DF",Wolves,18,2005,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,6,100,87,3,2,2,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Pascal Groß,de GER,"MF,DF",Brighton,32,1991,34.6,4,54,18,33.3,1.56,0.52,0.06,0.17,19.8,4,1,1,6.5,5.7,0.11,-2.5,-2.7,2774,3223,86.1,42905,13360,1583,1674,94.6,914,1035,88.3,193,359,53.8,10,8.1,9.2,1.9,103,242,73,27,302,70,46,33,21,16,31,72,43.1,41,41,8,33,22,92,32,3
Vitaly Janelt,de GER,"MF,DF",Brentford,25,1998,33.9,1,21,7,33.3,0.62,0.21,0.05,0.14,18,0,0,0,1.8,1.8,0.08,-0.8,-0.8,1088,1398,77.8,17534,5211,579,666,86.9,394,496,79.4,84,156,53.8,3,4.8,3.7,-1.8,37,107,32,15,123,63,38,29,25,9,32,64,50,32,35,9,26,36,99,64,3
Kaine Kesler-Hayden,eng ENG,"MF,DF",Aston Villa,20,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jefferson Lerma,co COL,"MF,DF",Crystal Palace,28,1994,26.7,1,34,9,26.5,1.27,0.34,0.03,0.11,19.7,0,0,0,2.7,2.7,0.08,-1.7,-1.7,1018,1250,81.4,15825,5095,554,625,88.6,371,448,82.8,65,114,57,1,2.2,2,-1.2,24,109,20,3,106,42,25,15,23,4,19,40,47.5,21,31,12,19,36,78,72,0
Han-Noah Massengo,fr FRA,"MF,DF",Burnley,22,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,12,50,74,42,5,7,71.4,1,4,25,0,0,,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
Jakub Moder,pl POL,"MF,DF",Brighton,24,1999,6.9,0,11,3,27.3,1.6,0.44,0,0,17.8,1,0,0,0.6,0.6,0.05,-0.6,-0.6,243,304,79.9,3263,908,150,165,90.9,75,94,79.8,5,14,35.7,0,0.8,0.8,-0.8,4,15,3,0,23,19,10,9,5,5,9,18,50,9,8,2,6,2,21,12,0
Zack Nelson,eng ENG,"MF,DF",Luton Town,18,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,4,4,100,41,0,2,2,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,26,1997,22.2,4,35,14,40,1.58,0.63,0.11,0.29,15.3,0,0,0,4.2,4.2,0.12,-0.2,-0.2,589,790,74.6,8171,2314,365,409,89.2,175,234,74.8,22,57,38.6,1,3.1,3.5,-2.1,25,24,18,5,53,17,10,10,7,0,12,22,54.5,10,14,3,11,7,24,34,2
David Ozoh,eng ENG,"MF,DF",Crystal Palace,18,2005,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,48,51,94.1,695,112,21,22,95.5,25,25,100,0,0,,0,0,0,0,0,3,0,0,4,10,6,3,6,1,5,6,83.3,1,2,0,2,0,10,2,0
Thomas Partey,gh GHA,"MF,DF",Arsenal,30,1993,8.8,0,8,2,25,0.91,0.23,0,0,20.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,570,636,89.6,9177,2564,298,321,92.8,224,243,92.2,37,54,68.5,0,0.3,0.6,-0.3,6,61,14,2,72,14,11,9,4,1,5,10,50,5,9,3,6,11,25,9,0
Oliver Skipp,eng ENG,"MF,DF",Tottenham,22,2000,7.9,0,4,1,25,0.51,0.13,0,0,13.7,0,0,0,0.7,0.7,0.17,-0.7,-0.7,351,383,91.6,5258,1454,199,210,94.8,123,131,93.9,19,24,79.2,0,0.6,0.5,-0.6,7,37,3,0,37,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9,0
Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,22,2001,25.9,2,24,8,33.3,0.93,0.31,0.08,0.25,16.8,0,0,0,3.3,3.3,0.14,-1.3,-1.3,1005,1190,84.5,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,1,2.4,1.7,-1.4,25,60,13,4,99,71,44,41,23,7,28,49,57.1,21,32,6,26,15,86,38,0
Manuel Akanji,ch SUI,"DF,MF",Manchester City,28,1995,27.9,2,15,5,33.3,0.54,0.18,0.13,0.4,17,0,0,0,1.9,1.9,0.13,0.1,0.1,2180,2334,93.4,35688,9787,1091,1136,96,923,975,94.7,126,163,77.3,0,0.5,1.8,-0.5,13,214,15,2,148,42,28,16,18,8,22,39,56.4,17,28,12,16,23,65,70,3
Serge Aurier,ci CIV,"DF,MF",Nott'ham Forest,30,1992,9.3,0,6,1,16.7,0.65,0.11,0,0,16,0,0,0,0.2,0.2,0.03,-0.2,-0.2,348,448,77.7,5238,2147,191,225,84.9,130,156,83.3,17,45,37.8,2,0.5,0.5,1.5,4,31,9,4,47,20,14,9,11,0,5,11,45.5,6,10,3,7,9,29,36,1
Fodé Ballo-Touré,sn SEN,"DF,MF",Fulham,26,1997,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,56,78,71.8,1002,224,23,30,76.7,26,33,78.8,6,8,75,0,0,0,0,0,3,0,0,0,4,2,1,3,0,1,2,50,1,1,0,1,3,7,2,0
Chris Basham,eng ENG,"DF,MF",Sheffield Utd,35,1988,3.6,0,2,0,0,0.56,0,0,,10.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,103,138,74.6,1506,484,62,70,88.6,31,45,68.9,6,14,42.9,0,0.3,0.1,-0.3,2,7,2,0,7,7,2,4,3,0,2,9,22.2,7,9,4,5,5,12,17,0
Hugo Bueno,es ESP,"DF,MF",Wolves,20,2002,8.2,0,5,0,0,0.61,0,0,,18.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,318,406,78.3,4380,1005,211,237,89,92,117,78.6,11,27,40.7,0,0.8,0.7,-0.8,6,11,8,8,8,21,14,12,7,2,12,19,63.2,7,17,4,13,6,27,24,0
Matt Doherty,ie IRL,"DF,MF",Wolves,31,1992,12.8,1,9,3,33.3,0.7,0.23,0.11,0.33,10.8,0,0,0,0.8,0.8,0.09,0.2,0.2,515,653,78.9,7798,2105,296,348,85.1,174,212,82.1,31,55,56.4,0,1.3,0.9,-1.3,12,22,7,1,31,31,18,17,10,4,12,23,52.2,11,15,5,10,7,38,47,0
Ryan Giles,eng ENG,"DF,MF",Luton Town,23,2000,5.6,0,2,2,100,0.36,0.36,0,0,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,140,218,64.2,2294,949,74,85,87.1,56,85,65.9,9,39,23.1,0,0.2,0.6,-0.2,5,10,10,6,17,8,6,4,3,1,2,7,28.6,5,2,0,2,4,12,22,0
Thilo Kehrer,de GER,"DF,MF",West Ham,26,1996,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,9,9,100,86,36,7,7,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,0,2,2,0,0,1,0,0
Rico Lewis,eng ENG,"DF,MF",Manchester City,18,2004,9,2,5,4,80,0.56,0.44,0.4,0.5,15.5,0,0,0,0.6,0.6,0.13,1.4,1.4,518,568,91.2,7100,1127,339,351,96.6,159,170,93.5,12,20,60,0,1.1,1.2,-1.1,13,29,9,0,33,10,7,4,4,2,3,7,42.9,4,7,1,6,4,14,6,0
Max Lowe,eng ENG,"DF,MF",Sheffield Utd,26,1997,5.6,0,2,0,0,0.36,0,0,,10.4,0,0,0,0.6,0.6,0.29,-0.6,-0.6,84,130,64.6,1242,436,53,71,74.6,25,42,59.5,6,12,50,0,0.7,0.1,-0.7,2,6,3,0,12,21,10,13,5,3,8,15,53.3,7,10,4,6,5,26,15,0
James Milner,eng ENG,"DF,MF",Brighton,37,1986,8.6,0,5,1,20,0.58,0.12,0,0,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,492,585,84.1,7622,2496,269,297,90.6,181,210,86.2,27,46,58.7,2,1.8,1.7,0.2,16,46,17,6,69,20,14,9,10,1,9,14,64.3,5,9,0,9,8,28,16,0
Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,23,1999,35.6,2,12,4,33.3,0.34,0.11,0.17,0.5,12.4,0,0,0,1.6,1.6,0.13,0.4,0.4,1177,1627,72.3,18588,7927,605,718,84.3,486,654,74.3,63,142,44.4,3,2.8,2.4,0.2,24,74,29,12,94,105,60,75,21,9,43,60,71.7,17,63,10,53,26,131,104,0
Daniel Muñoz,co COL,"DF,MF",Crystal Palace,27,1996,16,0,8,0,0,0.5,0,0,,8.5,0,0,0,1.2,1.2,0.15,-1.2,-1.2,561,720,77.9,7556,2865,365,417,87.5,164,228,71.9,14,35,40,4,2.4,1.3,1.6,21,25,4,0,38,55,35,31,14,10,19,38,50,19,29,7,22,24,79,47,0
Fred Onyedinma,eng ENG,"DF,MF",Luton Town,26,1996,4.5,0,5,2,40,1.11,0.44,0,0,12.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,91,135,67.4,1431,352,45,58,77.6,42,61,68.9,2,7,28.6,0,0.1,0.1,-0.1,2,4,2,1,6,10,6,7,3,0,5,12,41.7,7,3,0,3,1,11,13,0
Ben Osborn,eng ENG,"DF,MF",Sheffield Utd,28,1994,15.2,0,4,0,0,0.26,0,0,,23.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,448,608,73.7,7007,2650,253,281,90,145,194,74.7,35,90,38.9,2,0.9,0.9,1.1,13,34,11,8,55,22,9,11,9,2,8,17,47.1,9,18,2,16,8,30,30,0
Myles Peart-Harris,eng ENG,"DF,MF",Brentford,20,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,6,10,60,68,10,5,5,100,1,2,50,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Chris Richards,us USA,"DF,MF",Crystal Palace,23,2000,23.3,1,11,3,27.3,0.47,0.13,0.09,0.33,10,0,0,0,0.6,0.6,0.05,0.4,0.4,778,942,82.6,13337,4341,362,413,87.7,341,389,87.7,58,100,58,1,0.4,0.2,0.6,6,41,2,0,43,46,28,21,22,3,20,30,66.7,10,32,12,20,27,73,109,0
Nélson Semedo,pt POR,"DF,MF",Wolves,29,1993,34.3,0,17,4,23.5,0.5,0.12,0,0,19.7,0,0,0,1.3,1.3,0.07,-1.3,-1.3,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,-0.7,24,101,25,10,138,79,48,52,19,8,38,64,59.4,26,44,8,36,36,115,85,1
John Stones,eng ENG,"DF,MF",Manchester City,29,1994,11.8,1,4,2,50,0.34,0.17,0.25,0.5,15.9,0,0,0,1,1,0.26,0,0,781,839,93.1,12375,2872,402,426,94.4,322,335,96.1,41,54,75.9,0,0.2,0.4,-0.2,6,53,1,0,57,2,1,1,0,1,0,3,0,3,11,7,4,10,12,21,0
Vitinho,br BRA,"DF,MF",Burnley,24,1999,25.7,0,25,4,16,0.97,0.16,0,0,18,0,0,0,1.6,1.6,0.06,-1.6,-1.6,715,994,71.9,11588,3536,373,445,83.8,282,398,70.9,45,84,53.6,2,1.3,1.2,0.7,11,56,19,4,66,64,34,36,22,6,43,86,50,43,44,6,38,12,76,47,4
Ashley Young,eng ENG,"DF,MF",Everton,38,1985,25.3,0,13,2,15.4,0.51,0.08,0,0,21.9,3,0,0,0.6,0.6,0.05,-0.6,-0.6,723,1052,68.7,12752,5653,339,386,87.8,290,384,75.5,83,219,37.9,0,1.5,1.4,-1.5,21,62,22,11,82,53,38,28,19,6,30,54,55.6,24,24,6,18,22,75,50,3
